@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-3,5-12,14-15,17-19,21-27,29-32,34-41,43,45-50,52-67,70-73,75-77,79-101'

@attribute pctWhite numeric
@attribute medIncome numeric
@attribute pctWdiv numeric
@attribute medFamIncome numeric
@attribute persPoverty numeric
@attribute pctUnemploy numeric
@attribute pctAllDivorc numeric
@attribute pct2Par numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctHousOwnerOccup numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
68.87,36879,52.08,44988,996,6.12,13.32,64.84,5.69,52.64,3.29,47.49,4.27,0
83,25007,37.54,31552,1437,4.05,13.62,65.71,3.43,62.05,1.37,59.99,6.61,0
92.68,20095,37.43,25589,3349,9.47,11.5,74.24,2.46,69.96,2.42,66.85,7.01,0
95.12,33120,49.22,43414,726,3.35,10.72,70.2,2.09,63.37,2.11,60.32,1.28,0
80.61,31448,36.9,35198,2175,4.22,10.78,77.21,2.84,65.22,3.04,59.67,6.76,0
63.88,17826,33.95,27707,5036,10.69,7.37,65.83,8.68,53.9,3.42,49.81,8.41,0
96.52,18829,36.36,26723,3575,8.73,11.17,70.15,1.42,63.75,1.64,59.64,11.37,0
15.08,23201,15.59,26531,7486,17.3,16.28,46.13,14.17,60.6,11.29,58.83,15.23,0
81.68,21870,34.5,25231,9386,6.51,13.03,69.39,3.18,69.19,7.01,69.08,11.34,0
88.01,18627,26.62,24212,1718,7.93,18.25,60.38,3.48,40.33,6.11,38.91,7.08,0
61.8,36058,36.57,40182,10640,6.11,13.33,69.48,3.74,52.92,11,51.52,2.23,0
75.37,17489,27.75,19304,10670,12.14,7.43,74.52,1.85,70.55,21.68,71.55,11.46,0
69.97,29683,46.49,35559,11295,6.34,14.29,55.82,8.12,62.26,7.58,63.26,6.32,0
88.94,22085,32.39,28359,4326,8.42,13.76,68.99,3.56,61.31,2.19,58.26,9.59,0
46.59,18499,24.1,21753,3699,7.91,14.13,49.68,9.53,50.62,5.05,52.29,12.61,0
63.24,21205,29.46,26046,2964,6.93,14.08,58.28,6.9,59.14,3.49,58.52,10.51,0
87.54,20674,29.57,25501,1962,10.06,14.64,65.8,3.04,53.3,7.22,52.5,9.53,0
92.53,54497,51.8,65085,1010,1.87,14.35,71.05,2.07,45.7,2.25,40.85,0.58,0
72.98,26336,37.57,31274,3702,7.97,13.11,56.98,7.02,38.86,4.5,36.91,6.34,0
64.47,21198,24.13,23858,3503,17.23,11.22,65.87,6.19,53.25,19.34,55.86,4.72,0
96.03,47513,46.17,53178,414,5.09,8.85,87.11,1.14,81.04,1.64,70.93,1.26,0
53.02,41187,39.28,47018,1251,6.38,8.82,75.55,5.45,77.43,3.95,74.29,1.95,0
57.31,24584,22.66,25521,3748,7.66,10.68,74.12,4.99,46.11,6.22,43.88,3.76,0
78.71,22807,32.64,25757,7106,7.58,11.91,73.05,3.27,66.82,8.87,66.04,15.9,0
78.97,34873,42.29,34321,5363,6.16,10.12,58.31,8.88,21.8,6.17,21.63,4.91,0
84.9,55333,70.39,68790,2561,2.4,12.24,78.37,0.88,62.42,2.5,56.74,0.67,0
75.56,25268,28.1,30513,4004,5.34,13.4,66.79,4.57,64.63,7.05,65.81,13.03,0
69.88,18748,29.88,23246,9615,11.24,16.25,50.66,9.06,57.14,3.92,54.64,10.57,0
83.11,15708,31.27,21704,7781,6.68,15.04,63.82,3.16,60.79,2.35,59.86,10.9,0
52.69,26261,32.14,30248,332974,8.18,15.07,64.89,6.91,47.55,11.72,44.59,8.45,0
82.35,27483,24.45,33019,1010,5.16,17.81,68.66,1.48,41.21,6.21,36.22,4.5,0
79.3,22253,45.57,25389,2914,5.64,7.98,74.25,3.68,61.18,11.68,68.16,6.33,0
31.19,23595,13.16,24268,13508,12.78,8.99,67.92,10.6,30.11,54.84,28.47,8.09,0
72.64,32295,44.7,39961,18093,5.51,12.02,72.62,3.51,63.99,2.74,59.76,4.74,0
76.02,23695,41.48,30046,3238,6.59,13.79,59.45,4.71,59.41,3.75,57.18,8.08,0
95.34,29887,44.45,35162,4557,4.75,11.11,80.14,0.96,69.71,3.28,64.81,4.79,0
32.47,27095,33.89,31755,68781,9.38,15.68,52.13,10.31,44.5,12.23,41.62,4.82,0
76.08,29083,37.33,35039,90608,5.58,14.63,66.06,6.06,61.69,2.47,56.84,5.6,0
54.48,25976,22.47,26925,7652,9.83,11.59,70.16,5.82,47.52,29.63,49.04,7.05,0
74.89,21766,37.17,26700,8116,7.05,14.96,58.65,6.17,58.08,5.19,57.17,7.77,0
72.73,42431,52.82,48960,4157,3.17,14.85,72.73,2.56,38.26,8.6,37.75,1.05,0
22.43,30529,25.34,35806,7500,9.91,13.37,51.36,14.4,39.19,10.14,32.44,7.15,0
82.55,22189,37.63,27723,10742,9.92,14.25,65.71,3.64,54.65,6.81,53.29,7.59,0
80.17,20830,31.72,25355,9058,11.02,17.02,54.76,6.57,58.67,2.4,55.81,9.45,0
82.52,27293,33.57,31592,5443,8.77,11.47,73.88,2.66,53.58,10.34,52.53,2.93,0
59.13,21063,29.84,26466,9796,6.9,13.47,57.04,8.67,58.38,2.53,55.91,6.98,0
79.42,25009,32.39,28163,3218,6.17,11.06,78.48,2.95,46.4,4.1,47.11,7.83,0
72.75,28513,33.84,33548,83815,5.2,14.64,69.79,4.35,64.77,4.33,61.98,6.15,0
67.65,25698,31.66,27144,3486,6.6,11.15,74.28,3.02,49.5,4.64,48.65,6.79,0
98.08,31583,50.8,37155,4262,5.85,11.16,75.3,1.55,70.08,1.39,65.56,2.7,0
84.78,22476,35.11,31201,2131,5.48,11.88,74.47,2.83,70,2.13,67.61,8,0
94.6,32014,26.75,34788,983,5.19,11.24,79.89,1.22,80.63,4.96,82.33,5.08,0
96.08,26109,43.76,30542,3948,4.17,13.17,71.5,1.04,72.75,2.63,73.64,4.06,0
69.23,30967,38.63,37198,9419,7.8,10.56,68.58,5.39,66.48,5.28,63.11,5.11,0
95.03,19420,37.98,25165,6708,5.98,13.88,70.05,1.78,62.74,1.74,60.38,7.1,0
77.28,23207,40.35,29869,18621,9.17,12.06,57.08,9.05,50.72,3.25,47.36,6.94,0
56.74,23563,29.49,26818,43944,6.1,12.87,62.76,9.62,44.52,5.32,44.02,10.51,0
90.49,37840,45.03,43096,2093,6.22,7.75,80.03,1.62,53.77,3.87,49.6,1.92,0
94.54,23887,30.39,28750,2334,10.15,17.28,63.74,5.42,54.03,5.2,53.12,8.48,0
77.42,30389,33.91,34436,10146,6.98,12.89,73.47,4.13,64.07,5.76,58.83,4.28,0
88.59,15508,26.21,21281,3396,9.28,12.84,67.44,3.59,61.26,3.47,61.43,12.18,0
89.89,28261,38.32,35024,5814,7,13.34,70.96,2.54,57.48,4.49,53.08,4.16,0
74.77,29463,36.94,32662,13075,6.83,12.33,73.55,3.73,60.41,8.84,60.51,2.9,0
92.94,25649,30.14,32919,903,5.99,15.37,66.54,2.38,47.84,1.7,42.9,6.37,0
28.62,21650,17.88,25816,70702,14.71,14,43.2,20,26.97,13.62,23.06,15,0
84.55,24644,36.61,31308,1472,7.02,11.52,73.97,2.85,65.54,3.35,65.54,8.18,0
94.82,22750,40.79,30279,6479,6.41,12.94,70.75,1.7,65.64,1.23,62.91,7.72,0
66.81,22053,27.66,26370,6602,10.29,9.63,72.88,2.81,59.67,9.87,56.92,14.06,0
41.56,18253,26.07,24466,6071,8.17,14.46,49.17,7.97,52.62,3.74,51.97,13.59,0
96.09,20905,41.01,26552,4450,9.73,12.05,64.68,2.57,66.06,1.1,61.19,3.59,0
96.78,25759,52.79,31354,2024,7.06,10.47,72.32,2.51,67.78,1.58,64.86,2.75,0
85.9,78965,69.27,87031,549,2.83,6.31,90.92,0.98,91.67,2.76,90.6,0,0
88.86,29426,46.22,34883,1492,6.18,12.7,74.37,1.96,54.86,3.16,50.45,1.88,0
72.81,23194,34.61,29872,8544,6.66,14.19,69.37,3.77,55.45,4.85,52.91,12.31,0
81.69,29291,35.42,34172,137406,6.64,14.74,70.12,4.43,62.27,7.26,59.12,7.07,0
70.8,23430,34.59,30957,19898,8.73,11.66,68.02,6.33,58.49,4.61,53.34,6.12,0
56.71,21851,27.54,27210,5282,8.82,14.22,56.41,8.48,48.63,4.87,48.8,12.32,0
95.77,53419,57.16,70219,1411,1.84,16.9,76.69,0.3,64.34,2.34,59.78,0.39,0
55.14,27980,33.42,31160,4658,10.99,10.25,70.95,4.52,42.35,26.49,47.82,3.39,0
75.5,21881,34.9,26629,6571,7.83,15.18,63.04,3.98,59.49,3.54,58.3,8.75,0
75.32,23958,34.47,30185,10386,5.39,14.81,63.45,5.46,61.24,3.08,58.88,6.72,0
95.65,26877,52.16,35268,1686,7.16,13.57,65.67,1.33,62.34,2.24,62.11,6.3,0
93.15,34054,50.72,40231,9348,4.78,14.97,71.09,1.73,64.6,1.97,60.5,2.4,0
79.77,29211,46.58,35996,6939,7.29,8.54,76.48,5.11,63.98,5.53,65.4,3.55,0
78.4,17196,33.74,23665,6305,7.51,14.81,58.21,4.8,57.17,1.81,54.38,10.13,0
70.87,22210,35.4,27002,11059,6.47,14.52,54.51,11.97,48.17,5.3,47.2,7.75,0
74.61,26339,38.46,31587,23773,8.43,15.33,59.48,6.94,58.32,3.38,55.41,5.79,0
70.83,18395,18.24,19910,45126,11.24,8.73,75.51,2.8,61.58,26.43,58.96,12.42,0
51.21,24601,25.79,28517,17920,7.33,14.52,59.44,7.93,56.28,4.27,55.87,9.86,0
28.02,13778,13.05,16038,4605,18.28,18.29,34.82,17.16,54.03,6.61,55.53,15.53,0
58.59,26722,39.13,31847,5069,5.55,13.07,61.48,7.09,57.49,7.13,57.89,3.3,0
51.62,16997,27.96,20873,5559,9.03,13.13,54.87,9.97,59.89,4.89,60.85,12.72,0
65.02,22168,29.02,25268,7593,12.79,12.79,65.54,5.49,53.22,14.05,55.49,6.27,0
86.58,51035,62.37,59807,871,3.01,7.48,82.67,2.18,75.94,1.21,72.25,0.18,0
92.04,27785,51.32,36784,4316,6.69,15.74,68.95,2.66,57.55,2.49,52.02,2.81,0
93.87,43148,68.55,58498,1194,2.99,9.37,71.15,0.89,79.16,1.38,78.44,2.16,0
71.41,20213,36.06,24225,2854,7.76,14.22,57.25,5.39,54.11,4.16,57.67,10.13,0
92.8,27373,47.93,34801,1290,2.4,9.64,78.07,2.56,68.16,2.25,60.6,6.87,0
98.16,24051,34.91,30903,5231,7.5,12.19,66.51,2.55,53.25,1.41,47.03,6.29,0
88.62,36006,35.3,41381,2782,3.72,12.61,80.41,1.68,57.74,4.74,51.87,4.37,0
93.01,19413,27.4,23226,2477,11.22,12.48,66.33,3.39,64.79,5.35,62.76,10.78,0
26.56,21309,21.44,27243,7359,8.45,15.65,45.86,12.99,52.43,4.3,50.86,14.22,0
83.58,57309,65.84,62419,246,4.13,4.36,90.3,0.13,96.12,1.32,96,0.34,0
64.68,26889,37.56,34347,25193,5.26,14.4,64.44,6.51,61.04,3.06,56.21,5.86,0
89.29,30739,37.22,35795,6284,6.45,13.64,71.73,2.8,54.04,8.64,54.3,3.46,0
75.81,16553,18.27,18581,7361,13.89,10.11,69.62,2.85,66.89,22.87,67.22,23.63,0
58.38,31938,35.44,36305,69694,6.54,13.78,64.25,7.4,40.03,16.49,40.96,4.28,0
76.03,24131,39.12,29576,14854,7.82,13,63.04,6.06,68.59,2.45,65.94,5.03,0
76.64,25377,35.98,30956,11637,7.22,13.45,71.28,3.31,60.31,4.19,58.12,9.08,0
52.83,30925,33.34,34364,643809,8.34,12.26,65.54,9.32,40.31,22.26,39.42,4.11,0
83.48,41922,54.64,53778,3815,4.77,14.02,71.14,3.22,55.95,5.93,54.47,1.42,0
81.07,29351,33.27,35138,17900,10.68,10.84,62.75,5.62,44.59,6.65,41.89,5.04,0
77.63,24130,35.78,30826,34593,6.56,10.98,75,2.96,59.83,6.6,55.25,7.94,0
81.99,24884,45.23,30236,6500,4.69,16.51,55.96,4.87,55.93,3.95,56.88,7.96,0
56.66,19030,23.83,24211,5235,8.66,13.48,54.71,7.69,56.76,3.81,56.42,10.14,0
83.06,28553,33.78,35830,12756,9.34,12.04,61.08,6.26,51.31,4.28,46.2,5.22,0
88.49,30512,40.88,35771,2621,4.55,15.5,70.49,2.44,53.49,4.88,49.48,2.69,0
97.58,33791,35.63,36561,1336,4.96,10.88,80.89,1.54,84.31,2.47,83.56,2.88,0
90.43,31250,37.63,35327,1831,7.4,13.93,68.87,3.72,69.44,4.16,63.86,2.96,0
57.54,26876,29.84,30315,43990,10.28,13.36,66.98,5.48,46.39,16.76,48.48,4.84,0
86.4,21468,35.17,28372,2893,9.11,12.99,68.73,3.07,67.51,1.78,65.28,10,0
74.98,21242,37.23,28012,34402,8.17,12.15,51.68,10.32,45.25,2.72,41.06,8.54,0
96.26,22476,48.33,31471,7036,5.3,6.31,73.28,2.31,55.78,2.85,51.45,2.01,0
61.09,22785,34.45,27675,52237,8.8,15.12,46.1,14.34,48.42,2.93,44,7.79,0
52.26,29823,35.38,34360,1384994,8.98,11.77,57.64,10.5,31.59,12.3,28.64,7.33,0
94.39,37856,51.08,43154,1874,4.17,9.75,76.68,2.71,80.79,1.43,75.86,0.35,0
76.27,27371,33.01,33434,6079,5.33,16.26,64.89,4.22,36.49,2.89,33.44,5.74,0
95.73,22194,53.59,30450,4265,5.96,6.76,73.08,1.76,53.51,1.96,51.58,2.55,0
76.46,33527,40.62,38404,1431,6.97,12.19,63.85,7.51,69.53,4.92,68.77,4.73,0
69.39,21219,33.33,31544,6024,7.5,8.85,55.26,9.82,37.88,6.96,33.69,4.9,0
62.7,22446,35.91,29604,2504,5.68,13.39,59.28,7.8,63.12,2.44,60.67,6.58,0
80.38,21529,30.67,26429,1950,11.6,17.87,61.21,4.95,44.29,5.92,43.59,6.67,0
70.94,22068,28.16,23809,27236,10.26,9.11,75.16,3,62.3,19.57,60.29,9.58,0
53.46,14579,24.86,18239,4248,10.95,12.94,50.4,10.71,59.48,4.17,61.56,10.46,0
94.76,23206,37.64,29169,3876,4.35,12.55,75.22,1.28,65.15,3.57,62.76,8.53,0
89.37,35237,48.86,41148,9269,4.62,14.42,70.93,2.04,58.49,4.29,57.87,1.62,0
87.42,25893,41.44,31633,7475,6.39,13.75,68.55,3.3,61.09,2.73,58.08,5.4,0
91.35,37315,50.35,45832,1643,4.13,13.7,73.61,1.71,63.81,4.4,63.9,0.72,0
70.73,42748,51.96,49718,1116,5.03,13.02,63.87,6.08,43.15,5.27,37.6,2.1,0
94.56,21392,53.73,31331,3066,7.56,5.29,75.39,2.52,45.57,2.54,44.64,1.36,0
63.76,25773,31.57,29920,4304,6.18,12.28,72.11,2.04,54.83,13.65,55.23,12.95,0
67.21,19016,25.23,25285,5526,7.17,14.34,59.71,7.02,60.14,3.94,59.4,7.8,0
69.02,19507,29.34,24733,8214,6.21,14.42,65.86,4.29,64.73,2.72,63.75,10.98,0
97.64,30535,55.18,39609,1281,6.32,6.96,74.67,2.51,57.57,1.75,50.99,1.73,0
88.42,33817,52.19,39435,1233,3.75,10.31,78.34,1.14,76.26,0.83,71.17,0.85,0
70.32,24712,32.14,27983,3303,5.75,15.16,54.99,8.47,39.47,2.61,40.07,10.53,0
76.19,41670,56.26,49597,1061,4.8,10.06,76.42,2.78,87.49,6.35,86.36,0.76,0
92.57,31461,42.04,38874,1264,6.54,14,73.85,1.13,66.7,11.7,63.55,4.38,0
83.73,28729,30.63,32371,16724,7.38,14.4,74.85,1.82,53.01,10.83,51.52,9.27,0
87.04,21183,30.03,23681,2446,7.12,14.83,62.31,2.57,44.3,7.67,40.5,7.58,0
77.07,27042,36.47,30909,5807,6.58,14.9,68.72,3.28,64.16,3.69,62.98,5.52,0
93.52,31103,41.08,35161,4498,5.13,11.33,76.5,2.5,73.05,2.55,67.43,1.71,1
59.78,42481,36.51,46081,7347,4.96,11.15,75.18,3.59,68.25,13.19,66.66,1.87,1
81.25,25393,54.93,36693,1406,4.87,6.34,60.91,6.54,37.83,1.47,36.39,4.56,1
93.69,54005,62.84,58426,459,2.32,5.53,90.43,0.46,90.14,0.32,85.79,0.39,1
86.84,24788,37.66,28992,4053,8.37,12.15,65.52,3.98,61.75,3.53,58.22,10.78,1
90.13,70919,53.94,76361,718,3.61,9.34,86.68,0.54,85.63,2.3,83.4,0,1
68.03,33273,46.54,40370,3008,4.96,11.35,70.11,4.59,67.6,2.84,66.18,6.41,1
82.74,24579,38.3,27875,3671,7.64,12.23,76.3,2.16,65.7,4.15,63.74,8.75,1
98.74,34337,53.95,38565,1025,3.43,8.48,82,1.42,68.84,1.51,62.96,1.46,1
96.72,35230,49.96,43081,1734,5.1,9.89,78.13,1.98,67.93,1.04,62.7,1.92,1
66.29,20078,32.17,26087,2143,12.35,10.75,53.45,8.1,59.58,3.06,57.75,11.94,1
99.21,25797,56.06,32055,863,3.67,7.32,79.99,0.87,80.28,0.94,74.48,1.5,1
98.04,53665,57.19,55955,193,2.29,6.16,92.11,0.48,92.43,0.93,89.42,0.93,1
97.64,27222,48.95,33282,1994,7.93,9.84,65.23,1.81,72.67,1.09,73.11,1.07,1
93.18,47869,42.76,49984,564,3.09,8.1,87.51,0.55,74.91,3.38,74.76,1.93,1
97.98,39925,57.59,45392,1000,5.48,8.05,84.75,0.56,90.63,1.18,87.19,0.77,1
93.7,32834,63.66,51381,1198,2.9,10.98,81.61,0.5,74.71,1.29,75.87,0.53,1
99.05,33219,54.61,36886,597,5.87,4.98,90.78,0.71,92.24,0.67,91,0.22,1
97.96,20695,37.76,26610,9218,8.18,10.62,69.65,3.16,69.29,1.07,66.08,3.84,1
97.69,29624,42.13,31851,1221,6.09,5.85,86.56,0.29,77.74,6.47,75.44,1.81,1
46.31,18593,21.96,22196,4808,10.62,13.56,46.88,13.87,54.79,7.25,53.24,11.84,1
98.39,37889,35.93,44554,918,8.27,10.59,75.54,2.63,63.07,1.67,57.59,2.65,1
73.45,38020,41.03,44224,5811,4.84,11.58,73,3.48,58.88,10.12,57.73,2.45,1
95.26,25026,37.18,29073,2884,7.34,11.62,73.89,2.31,66.43,1.64,65.88,8.18,1
84.87,23221,35.74,28901,10320,8.19,14.94,62.56,4.66,65.29,1.9,63.82,8.42,1
95.81,60374,57.59,81929,3731,3.01,14.45,77.69,0.92,60.89,1.62,55.76,0.45,1
95.04,61070,62.65,70757,854,4.05,6.24,87.08,1.03,82,0.58,74.58,0.43,1
93.98,49642,67.47,60518,2103,3.96,7.19,83.38,1.04,78.64,0.91,73.68,0.28,1
98.73,31689,47.47,34772,1022,6.23,8.79,79.43,1.19,82.86,1.49,83.73,2.27,1
81.98,33344,60.29,50192,15624,3.81,8.09,75.87,2.58,48.08,3.19,43.2,1.05,1
97.4,31289,42.64,38241,1393,5.6,12.5,70.9,3.24,64.26,3.02,56.26,2.25,1
97.77,53539,69.56,61180,164,1.96,6.41,87.05,0.39,87.81,0.48,84.01,0.22,1
90.67,59458,55.48,64486,1212,3.06,10.53,83.52,0.64,74.9,1.73,70.17,0.24,1
97.14,33118,40.61,37032,2270,6.17,11.34,77.89,1.76,73.72,2.36,70.69,2.87,1
96.43,32375,57.86,38250,3844,3.85,8.91,80.78,0.97,71.54,1.58,66.15,1.5,1
96.66,49981,52.57,53641,1198,3.49,7.6,86.28,1.25,89.78,1.25,87.38,0.31,1
86.76,34050,32.73,36439,4874,7.89,11.14,77.44,2.19,69.41,5.65,69.05,4.34,1
71.48,47347,58.06,57238,2501,3.63,9.73,80.37,0.89,67.04,6.06,61.57,0.42,1
73.09,16848,33.51,25598,2228,5.68,8.25,63.78,5.94,57.37,2.58,54.7,13.64,1
94.77,51331,64.26,60587,1788,2.65,7.21,89.28,0.83,80.24,1.03,72.59,0.45,1
95.19,43309,62.98,52749,2057,4.47,7,81.11,0.71,63.48,1.07,57.02,0.46,1
94.42,44044,53.51,54566,466,4.41,9.05,86.37,0.99,70.33,1.19,61.96,0.28,1
76.3,51988,55.47,55131,181,3.47,8.01,86.92,1.12,73.97,1.91,75.66,0.79,1
55.96,36383,30.08,37332,1403,6.62,9.25,77.51,4.1,58.81,22.23,56.42,2.3,1
96.34,43929,50.41,48159,297,4.34,10.29,80.65,1.14,87.38,1.89,84.48,0.97,1
94.28,39014,48.71,43771,5543,5.17,11.9,77.88,1.57,76.05,1.66,72.76,1.55,1
98.05,25341,38.51,28303,1797,4.52,6.81,85.71,0.63,71.18,6.16,68.34,3.01,1
97.15,24536,44.54,30345,2248,6.47,10.96,74.77,0.78,67.29,1.17,64.26,5.23,1
92.1,40926,48.05,46387,1772,3.86,12.51,78.07,1.05,69.01,3.18,66.91,0.98,1
97.73,36979,55.4,41315,796,5.36,7.76,82.83,1.62,82.39,0.81,76.8,0.89,1
95.15,40505,50.24,46614,5135,6.03,10.67,79.44,1.82,62.46,1.59,57.71,3.73,1
95.51,24325,41.65,30017,1618,6.09,14.98,68.16,1.79,53.38,3.15,50.9,8.56,1
94.03,35140,44.19,39344,1805,4.02,12.7,76,1.27,66.2,4.77,63.3,2.11,1
84.12,35723,40.72,41907,3190,5.45,10.93,71.24,3.55,61.78,2.49,56.06,1.91,1
97.23,48864,55.57,54145,218,3.61,8.65,82.32,0.86,80.43,0.94,74.87,0.23,1
72.71,18870,34.81,24161,2267,9,13.71,66.67,2.57,58.22,6.88,58.94,14.51,1
97.97,27095,37.66,33263,1312,10.77,11.23,74.33,2.14,73.6,1.71,69.72,3.86,1
96.19,33107,52.29,40536,704,4.55,9.87,76.93,1.5,78.4,1.12,73,0.13,1
96.06,32708,48.9,42660,855,4.14,14.89,72.11,1.95,59.2,2.49,54.22,0.94,1
90.6,47029,53.63,54591,1826,2.45,10.14,84.29,1.17,72.72,1.36,65.16,0.32,1
86.59,25366,40.91,32414,2534,3.58,13.06,70.86,2.94,63.82,1.23,61.24,8.16,1
86.15,34825,43.03,38008,1144,4.18,12.46,69.34,5.93,58.79,2.31,53.91,2.23,1
74.07,35039,38.59,39941,10285,6.05,10.77,73.65,7.25,64.53,7.64,61.42,6.59,1
98.16,22257,46.94,28164,2192,4.37,8.73,73.64,0.92,78.16,1.17,72.96,2.86,1
97.24,66602,73.34,79278,207,2.09,6.63,91.6,0.07,87.52,0.24,83.73,0.5,1
66,31889,22.62,34200,5699,8.28,12.21,69.33,5.59,47.07,21.61,48.16,6.28,1
55.56,32684,18.66,33029,10727,8.45,9.66,73.13,7.15,59.01,37.49,60.12,5.61,1
96.47,46654,60.97,51420,540,2.24,7.76,86.48,0.42,82,0.56,76.75,0.25,1
97.11,24674,41.59,32156,4702,5.78,14.05,66.48,2.94,52.91,1.29,48.47,3.91,1
94.08,21688,36.17,26443,4626,8.67,12.63,66.86,4.37,66.48,1.45,64.26,5.1,1
96.89,36469,42.25,40497,655,5.46,7.78,83.41,1.89,87.45,1.01,87.87,1.46,1
76.21,36376,42.98,43305,20436,6.48,9.21,66.68,6.18,46.77,6.85,43.54,5.54,1
98.5,53058,62.41,59483,280,3.98,6.07,88.6,0.03,90.71,0.43,89.04,0.09,1
98.39,32073,52.32,37789,643,3.17,7.35,83.26,0.87,77.71,1.05,70.68,0.92,1
93.69,51524,51.66,54356,498,3.57,7.39,88.88,1.89,89.02,1.12,87.2,0.82,1
93.6,21380,38.65,28038,6967,13.52,12.56,66.08,2.52,70.96,1.65,67.48,4.81,1
73,36995,42.77,41144,1174,4.94,12.71,71.03,3.72,70.95,1.63,69.66,1.03,1
79.03,32633,37.44,38709,1492,7.29,10.45,68.63,7.22,62.42,4.24,59.52,6.97,1
96.35,49143,64,52531,1165,3.13,5.81,89.64,0.32,88.77,0.45,86.08,0.35,1
81.7,50268,45.48,55790,1714,3.42,11.3,80.76,2.09,77.97,4.48,76.18,1.23,1
82.03,14423,32.47,19079,2630,12.86,13.01,54.27,5.35,52.67,1.28,50.64,5.57,1
89.44,33951,50.18,41483,3402,3.79,13.57,76.1,1.62,53.75,2.76,46.98,1.57,1
96.9,50714,65.6,56769,302,3.46,7.58,87.59,0.36,84.09,0.57,80.12,1.05,1
92.83,42453,45.43,53532,1545,3.53,13.03,82.09,1.12,64.87,2.09,54.96,1.75,1
94.2,42044,45.54,47492,1261,5.81,8.04,82.62,1.25,78.56,1.68,73.2,1.34,1
96.06,26974,39.62,30683,1320,4.35,11.49,72.8,1.06,60.04,4.16,58.7,4.78,1
96.65,118456,78.44,139008,182,1.55,4.9,91.83,0,90.94,0.33,87.77,0,1
98.8,40982,49.86,44185,1004,5.93,7.93,84.39,0.91,89.98,1.3,88.24,1.39,1
98.87,29549,41.65,34061,680,4.41,12.82,73.57,1.67,66.32,1.29,60.86,2.53,1
69.91,19899,21.94,22103,4021,12.12,12.48,67.76,2.35,60.11,9.64,58.39,15.91,1
98.11,38868,50.22,44004,983,3.76,9.95,80.75,2.19,81.14,1.46,76.21,0,1
94.65,45892,65.77,53342,460,2.69,12.8,78.29,0.32,75.61,1.36,75.35,0.87,1
94.18,62420,70.06,70618,278,2.71,5.8,90.92,0.38,81.13,0.64,75.52,0.52,1
92.03,25221,33.31,30720,1609,7.89,14.1,70.23,1.99,60.79,1.32,59.03,9.27,1
91.51,31726,55.24,37930,390,5.01,6.85,81.95,0.72,92.63,1.03,92.75,0.31,1
97.48,110550,70.94,121549,388,3.36,6.42,92.18,0.19,95.78,0.19,95.37,0.05,1
95.12,49229,60.18,55995,948,4.73,7.79,83.8,0.9,73.89,0.82,66.78,0.28,1
69.77,32711,30.9,37026,5862,5.88,15.91,66.62,5.16,40.38,14.08,39.56,3.5,1
38.18,23819,10.17,23308,10875,13.37,9.28,68.79,9.09,20.98,59.49,22.52,10.34,1
97.73,45397,44.21,50681,508,6.41,8.13,83.68,1.15,85.63,0.95,81.84,0.79,1
97.32,64538,71.87,73154,328,2.63,6.52,89.48,0.46,85.75,0.44,81.9,0.03,1
86.83,50859,56.32,63718,1123,3.41,11.46,81.75,1.26,65.18,3.26,58.31,0.7,1
95.53,53488,67.46,61046,883,3.87,6.36,84.64,0.31,65.04,0.69,59.59,0.33,1
95.43,30896,33.58,34893,1215,5.53,12.66,78.29,1.15,68.24,2.89,68.95,4.93,1
35.44,29770,28.07,30905,10149,8.41,8.81,74,5.27,46.02,35.92,49.32,3.2,1
90.9,45303,58.19,52913,809,3.59,9.82,84.17,0.68,69.7,1.73,63.13,1.72,1
94.74,16810,31.86,23064,2162,5.82,12.45,66.1,1.95,58.97,1.39,57.22,10.45,1
95.21,28261,50.13,34117,2081,6.7,9.32,76.39,1.14,75.98,0.81,72.53,3.22,1
93.93,45828,50.73,50727,587,3.64,9.67,84.58,1.12,63.49,1.37,52.52,0.78,1
64.86,20743,26.89,25788,2881,4.15,10.68,70.2,1.79,60.31,8.98,62.86,13.32,1
83.92,45713,54.39,51311,815,5.04,7.04,83.53,0.86,76.03,3.35,71.08,0.68,1
97.15,35545,46.81,44361,1945,5.3,8.27,76.57,1.26,60.14,1.13,57.88,1.63,1
84.64,24966,42.02,30582,1626,6.09,13.24,65.99,2.03,73.03,1.51,69.67,3.42,1
98.45,23028,59.46,27576,1677,7.32,4.41,83.83,0.51,92.72,0.52,93.14,0.81,1
98.49,36693,53.73,41298,630,5.12,9.87,81.78,0.43,88.12,1.3,85.18,0.23,1
99.05,25040,46.07,32219,1273,8.72,8.64,76.25,1.66,67.72,0.85,60.65,4.93,1
93.51,20189,40.14,24650,1691,4.52,11.07,73.18,1.85,63.92,2.5,61.01,7.92,1
